groundTruth,predicted
"
Emergency On-Call as Needed TOSNET Fiber and Copper Maintenance and Repair Servi, nan, ","
Emergency On-Call as Needed TOSNET Fiber and Copper Maintenance and Repair Service, nan"
"
02/06/2014, S30114001642, NO, 20101805.0, Mechanized ground support system spare parts or accessories, 20101800.0, Mining and Well Drilling Machinery and Accessories, ","
02/06/2014, S3556064, NO, 20101805.0, Mechanized ground support system spare parts or accessories, 20101800.0, Mining and Well Dr"
"
03/13/2013, ATLAS DEVELOPMENT, Minor B - Maintenance
 
 In San Diego County, Contractor to upgrade pump station., Water resources development and oversight, 92075
(32.994839, -117.259232), ","
02/27/2013, SHERYS FALL & SONS INC, Contractor shall furnish all labor, materials, tools,
  incidentals, non-consumable supplies,"
"
07/24/2012, nan, Atmospheric Measurements, Provide atmospheric measurements and inverse modeling to improve greenhouse gas emission estimates., Environmental Services, 94720
(37.874698, -122.251456), ","
08/04/2012, nan, Laboratory Service, Laboratory Service, Environmental Services, 94720
(37.874698, -122.251456), 

###"
"
Corrections and Rehabilitation, Department of, HVAC, $415231.00, ","
Corrections and Rehabilitation, Department of, HVAC System, $4152"
"
21235.0, ","
1132440.0"
"
3022-341, NON-IT Goods, nan, Toner, Toner collectors, ","
3002-016, NON-IT Goods, nan, Toner, Toner collectors, "
"
SB/DVBE Option, nan, ","
Informal Competitive,"
"
State Programs, 95696
(38.43, -122.02), ","
State Programs, 95696
(38.43, -122.02), "
"
07/01/2013, NON-IT Services, NO, ","
06/25/2015, NON-IT Services, NO, "
"
Vertical Mouse, mouse, ","
AppleCare Protection Pl"
"
2013-2014, ","
2013-2014, "
"
Grainger Industrial Supply, INTERLOCKING STENCIL NUMB-LETTERS, $56.76, ","
Grainger Industrial Supply, INTERLOCKING STENCIL NUMB-LETTERS, $56.76, "
"
2014-2015, ","
2014-2015, "
"
nan, IT Goods, nan, ","
nan, IT Services, na"
"
06/26/2013, TRAUT LINE INDUSTRIAL, 93010, PIPE,BLK,80,PLAIN END,10""X20', Steel tubing, ","
06/25/2013, TRAUT LINE INDUSTRIAL, 93010, PIPE,BLK,80,PLAIN END,10""X20', Tube end,10"
"
12/23/2014, ","
05/28/2015, "
"
10/09/2013, 2780, Commercial and Military and Private Vehicles and their Accessories and Components, ","
06/24/2014, 2780, Commercial and Military and Private Vehicles and their Accessories and Components, "
"
nan, MARKER BOARD CLEANER, $11.84, Cleaning and janitorial supplies, ","
nan, MARKER BOARD CLEANER, $11.84, Cleaning and janitorial supplies, "
"
California Veteran Supply Inc., NO, 53131600.0, ","
California Veteran Supply Inc., NO, 53131600.0, "
"
nan, nan, Consumer Affairs, Department of, Microsoft, Keyboard 4000 Ergo, 43211706.0, ","
nan, nan, Consumer Affairs, Department of, Microsoft, Keyboard 4000 Ergo, 43211706.0, "
"
NON-IT Goods, State Programs, BINDER,VINYL,CLR VIEW,WHT,1-1/2"", 44122000.0, Folders and binders and indexes, ","
NON-IT Goods, State Programs, BINDER,VINYL,CLR VIEW,WHT,1-1/2"", 44122000.0, Folders and"
"
C540-4321, ","
C440-4307, "
"
nan, $199.99, 43191600.0, 43000000.0, ","
nan, $199.99, 43191600.0, 43000000.0, "
"
12/26/2020, nan, 1730366.0, CA-SB, NO, $16836.48, ","
12/19/2012, nan, 1730366.0, CA-SB, NO, $16836.48, "
"
nan, nan, Grainger Industrial Supply, 31201600.0, 31200000.0, ","
nan, nan, Grainger Industrial Supply, 31201600.0, 31200000.0, "
"
NON-IT Goods, State Programs, 15000000.0, ","
NON-IT Goods, State Programs, 15000000.0, "
"
1.0, Consumer electronics, ","
1.0, Consumer electronics, "
"
19621.0, CA-SB, 48.0, ","
19621.0, CA-SB, 28.0, "
"
NON-IT Goods, $19073.24, ","
NON-IT Goods, $19073.24, "
"
1749074.0, CA-MB CA-SB, 95742, 60000000.0, ","
1749074.0, CA-MB CA-SB, 95742, 60000000.0, "
"
2013-2014, $474.95, Components for information technology or broadcasting or telecommunications, ","
2013-2014, $293.95, Components for information technology or broadcasting or telecommunications, "
"
","
"
"
CF140888, $870.40, 43211500.0, nan, ","
CF140857, $819.20, 43211500.0, nan, "
"
nan, Corrections and Rehabilitation, Department of, textbook vocation, ","
nan, Correctional Health Care Services, textbooks,  textbooks,  
  text"
"
41116004, Chemistry analyzer reagents, ","
41116004, Chemistry analyzer reagents, "
"
nan, nan, $25.00, nan, ","
nan, nan, $22.00, nan, "
"
05/19/2014, Legal Services, 1.0, $85875.00, ","
05/15/2014, Legal Services - Legal Services "
"
NON-IT Services, nan, 80100000.0, Management advisory services, ","
NON-IT Services, nan, 80100000.0, Management advisory services, "
"
nan, 31201600.0, 31000000.0, ","
nan, 31201600.0, 31000000.0, "
"
","
"
"
nan, ","
nan, "
"
44103203
55121605, 44103203.0, 44103200.0, Office Equipment and Accessories and Supplies, ","
44122105, 44122105.0, 44122100.0, Office Equipment and Accessories and Supplies, 

### Res"
"
NON-IT Goods, $2087.10, ","
NON-IT Goods, $1338.70, "
"
nan, toner, 44103103.0, Printer and facsimile and photocopier supplies, ","
nan, toner, 44103103.0, Printer and facsimile and photocopier supplies, "
"
CA-SB, ","
CA-SB, "
"
Amd 11 add funds, $1000000.00, 94130000.0, ","
Amendment No 2, $1000000.00, 94130000.0, 

"
"
nan, NON-IT Goods, 55121800.0, ","
nan, NON-IT Goods, 55121800.0, "
"
nan, 72154066.0, General office equipment maintenance, ","
nan, 72154066.0, General office equipment maintenance, "
"
1.7e+014, NO, Battery adapter or accessories, Batteries and cells and accessories, ","
PC130913, NO, Battery chargers, Batteries and cells and accessories,   

### Respon"
"
4-08-36-0082B, 08057-4234, NO, Printer, Office machines and their supplies and accessories, ","
3-01-36-0030A, nan, NO, High Speed Inkjet printer, Office machines and their supplies and ac"
"
nan, $73227.60, 50112021.0, 50110000.0, ","
nan, $73227.60, 50112021.0, 50110000.0, "
"
2013-2014, SB/DVBE Option, NO, 56101518, 56101500.0, 56000000.0, ","
2013-2014, SB/DVBE Option, NO, 56101518, 56101500.0, 56000000.0, "
"
2013-2014, nan, nan, $29.08, ","
2013-2014, nan, nan, $0.25,  "
"
1.0, 85161502.0, Healthcare Services, ","
1.0, 85161502.0, Healthcare Services, "
"
nan, Services are specifically exempt by policy, NO, ","
1-14-75-60A, Statewide Contract, NO,    

### Respons"
"
2013-2014, Meat and poultry products, ","
2013-2014, Meat and poultry products, "
"
Fair and Reasonable, Domestic Appliances and Supplies and Consumer Electronic Products, ","
Fair and Reasonable, Domestic Appliances and Supplies and Consumer Electronic Products, "
"
1000709.0, NO, ","
1000709.0, NO, "
"
NON-IT Goods, ","
NON-IT Goods, "
"
2013-2014, NO, Amber crest peaches, 50300000.0, Fresh fruits, 50000000.0, ","
2013-2014, NO, Amber crest peaches, 50300000.0, Fresh fruits, 50000000.0, "
"
Services are specifically exempt by policy, 93000000.0, ","
Services are specifically exempt by statute, 93000000.0,"
"
nan, WIA, 1.0, ","
nan, WIA, 1.0, "
"
NO, ","
NO, "
"
","
"
"
08/26/2013, NO, Office machines and their supplies and accessories, ","
10/31/2013, NO, Office machines and their supplies and accessories, "
"
08/19/2012, Forestry and Fire Protection, Department of, $4589.46, Petroleum and distillates, Fuels, ","
08/13/2012, Forestry and Fire Protection, Department of, $4589.46, Petroleum and distillates, Fuels, "
"
1758289.0, $358.32, ","
1758289.0, $318.36, "
"
2013-2014, nan, nan, Various Fire Extinguishers, $8910.90, Defense and Law Enforcement and Security and Safety Equipment and Supplies, ","
2013-2014, nan, nan, Firefighting Gloves, $8910.90, Defense and Law Enforcement and Security and Safety Equipment and Supplies, 

### R"
"
$6010.50, ","
$6010.50, "
"
96162, 1.0, $1495551.00, 70161710.0, ","
96162, 1.0, $1495551.00, 70161710.0, "
"
C1247020, SB/DVBE Option, 92120, 72141126, 72141100.0, ","
S2940017, SB/DVBE Option, 92120, 72141126
72141104, 721"
"
2013-2014, NO, Destruction Access, 44102913, 44102913.0, 44000000.0, ","
2013-2014, NO, Solid State Destruction Access, for Degauss-Destroy Mo"
"
nan, State Programs, Prison Industry Authority, #175200.1000 Cell Block 64 Concentrate, 95696
(38.43, -122.02), ","
nan, State Programs, Prison Industry Authority, #175200.1000 Cell Block 64 Concentrate, 95696
(38.43, -122.02), "
"
nan, $54.00, ","
nan, $2.00,  "
"
2013-2014, nan, Informal Competitive, 92653, Glucose monitors or meters, ","
2013-2014, nan, Fair and Reasonable, 92653, Chemistry test strips or test"
"
","
"
"
nan, Master Service Agreement, NO, 1.0, Legal services, ","
nan, Master Service Agreement, NO, 1.0, Legal services, "
"
SB/DVBE Option, Water Resources, Department of, 5.0, ","
SB/DVBE Option, Water Resources, Department of, 8.0, "
"
nan, NO, Computer services, ","
nan, NO, Computer services, "
"
09/26/2012, Services are specifically exempt by statute, 1078441.0, Public Utilities and Public Sector Related Services, ","
12/26/2012, Services are specifically exempt by statute, 1402381.0, Public Utilities and Public Sector Related Services, "
"
NO, ","
NO, "
"
224, ","
PO-26"
"
06/06/2013, 7-11-51-02, 95691, $29.76, 95691
(38.575311, -121.560401), ","
06/05/2013, 7-11-51-02, 95691, $16.15, 95691
(38.575311, -121.560401), "
"
SB/DVBE Option, Freight, 78000000.0, ","
Informal Competitive, Freight, 780000"
"
Social policy services, ","
Social policy services, "
"
47131828, Cleaning and disinfecting solutions, ","
47131828, Cleaning and disinfecting solutions, "
"
IT Goods, F0J25UP  Z620 WORKSTATION, ","
IT Goods, F0J25UP  Z620 WORKSTATION, "
"
nan, 1752319.0, 42132203
42142531
42311505
51102709, Medical apparel and textiles, ","
nan, 1752319.0, 42132203
42132205
42142609, Medical apparel and textiles, 

### Res"
"
Professional engineering services, ","
Professional engineering services, "
"
","
"
"
04/09/2015, nan, Informal Competitive, ","
04/14/2015, nan, SB/DVBE Option, 

### "
"
12/13/2013, NO, Frozen vegetables, ","
12/13/2013, NO, Frozen vegetables, "
"
05/27/2015, nan, Equalization, Board of, CIRRUS ENVIRONMENTAL INC, Software maintenance, 81112201.0, 81110000.0, Computer services, ","
07/18/2014, nan, Equalization, Board of, CIRRUS ENVIRONMENTAL INC, Software maintenance, 81112201.0, 81110000"
"
03/26/2014, 2013-2014, nan, 15000000.0, ","
03/26/2014, 2013-2014, nan, 15000000.0, "
"
nan, nan, Live Plant and Animal Material and Accessories and Supplies, ","
nan, nan, Live Plant and Animal Material and Accessories and Supplies, "
"
07/12/2014, Emergency Contract, Brown Plumbing, CA-MB CA-SB, ","
07/24/2014, Emergency Contract, HARRIS EMERGENCY SERVICES, na"
"
nan, IT Services, 1.0, $3955.00, $3955.00, Software maintenance and support, ","
nan, IT Services, 1.0, $106693.50, $106693.50, Software maintenance and suppo"
"
NON-IT Goods, ","
NON-IT Goods, "
"
25181604.0, Automotive chassis, ","
25181604.0, Automotive chassis, "
"
08/07/2013, NON-IT Goods, ","
08/02/2013, NON-IT Goods, "
"
nan, nan, CA-DVBE CA-MB CA-SB CDVBE, NO, ","
nan, nan, CA-DVBE CA-SB CDVBE, NO,       "
"
06/13/2015, 06/05/2015, NON-IT Services, $24650.00, Specialized trade construction and maintenance services, ","
11/20/2014, 11/20/2014, NON-IT Services, $24650.00, Specialized trade construction and maintenance services, "
"
1249060.0, 95827, 32101601, 32000000.0, ","
1249060.0, 95827, 32101601, 32000000.0, "
"
WBE, NO, $50700.00, ","
WBE, NO, $50700.00, "
"
06/24/2013, nan, 1000189.0, Vocational training, ","
07/01/2013, nan, 1676440.0, Vocational training, "
"
12C078011, nan, $20000.00, 24111800.0, Tanks and cylinders and their accessories, 24110000.0, ","
13C091014, nan, $20000.00, 24111800.0, Tanks and cylinders and their accessories, 24110000.0, "
"
nan, ","
nan, "
"
Formal Competitive, ","
Formal Competitive, "
"
NON-IT Goods, $9810.00, 95696
(38.43, -122.02), ","
NON-IT Goods, $9810.00, 95696
(38.43, -122.02), "
"
","
"
"
25172504, Automobile or light truck tires, 25170000.0, Commercial and Military and Private Vehicles and their Accessories and Components, ","
25172504, Automobile or light truck tires, 25170000.0, Commercial and Military and Private Vehicles and their Accessories and Components, "
"
TIPPING BUCKET RAIN GUAGE W/6.9M (20 FT), ","
TIPPING BUCKET RAIN GUAGE W/6.9M (20 FT), "
"
$410.00, 30190000.0, Construction and maintenance support equipment, ","
$410.00, 30190000.0, Construction and maintenance support equipment, "
"
04/23/2015, Western Blue, an NWN Company, Notebook computers, 43211500.0, ","
04/30/2015, Western Blue, an NWN Company, Notebook computers, 43211500.0, "
"
2013-2014, REQ-100836V, 27000000.0, ","
2013-2014, REQ-100831, 27000000.0, 
"
"
nan, NO, ","
nan, NO, "
"
2014-2015, ","
2014-2015, "
"
nan, 4500220523, State Programs, ","
nan, 4500220523, State Programs, "
"
SB/DVBE Option, CONCRETE BLOCKS, $65.00, 30000000.0, ","
Informal Competitive, CONCRETE BLOCKS, $5.25, 3000000"
"
2014-2015, 1743406.0, nan, Fuel for Equip. 14R298, nan, ","
2014-2015, 1743406.0, nan, Fuel for Equip. 14R298, nan, "
"
13.0, 26000000.0, ","
5.0, 26000000.0, 
"
"
IT Goods, Informal Competitive, $117.00, Kinetic power transmission, ","
IT Goods, Informal Competitive, $117.00, Kinetic power transmission, "
"
500.0, Asphalt, 30120000.0, ","
1000.0, Asphalt, 30120000.0,"
"
1.0, ","
1.0, "
"
2014-2015, nan, nan, 96080, Natural resources management or conservation strategy planning services, 77000000.0, ","
2014-2015, nan, nan, 96080, Natural resources management or conservation strategy planning services, 77000000.0, "
"
NO, ","
NO, "
"
nan, 3.0, 11100000.0, ","
nan, 53.0, 11100000.0,"
"
1208302.0, 42231801.0, 42000000.0, 55427
(45.006693, -93.381293), ","
1008361.0, 42231801.0, 42000000.0, 55427
(45.006693, -93.381293), "
"
53000000.0, ","
53000000.0, "
"
NON-IT Goods, Prison Industry Authority (PIA), 3B INDUSTRIES INC, NO, Black, 1.0, $768.00, Furniture, ","
NON-IT Goods, Prison Industry Authority (PIA), 3B INDUSTRIES INC, NO, Boston Chair with headrest, 1.0,"
"
A0841, $82481.00, 26131800.0, ","
S2840023, $82481.00, 26131800."
"
nan, ","
nan, "
"
01/24/2013, nan, ","
07/21/2012, nan, "
"
nan, nan, ","
nan, nan, "
"
02/04/2014, 1743406.0, nan, Fuel for Equip. 04S136, 15101500.0, 15100000.0, ","
03/05/2014, 1743406.0, nan, Fuel for Equip. 04S136, 15101500.0, 15100000.0, "
"
nan, 55121600.0, 92008
(33.151235, -117.323753), ","
nan, 55121600.0, 92008
(33.151235, -117.323753), "
"
NON-IT Goods, Rehabilitation, Department of, 1.0, $5677.68, 86101803.0, Vocational rehabilitation services, ","
NON-IT Goods, Rehabilitation, Department of, 1.0, $5677.68, 86101803.0, Vocational rehabilitation services, "
"
12B-5839, Services are specifically exempt by statute, nan, Low Income Home Energy Assistance Program, ","
12F-3033, Services are specifically exempt by statute, nan, Community Services Block Grant,    Low Inco"
"
2014-2015, Postage Equipment Rental and Maintenance, ","
2014-2015, postage meter rental and maintenance,     "
"
10/31/2013, ","
08/20/2013, "
"
$184.16, 44000000.0, Office Equipment and Accessories and Supplies, ","
$113.25, 44000000.0, Office Equipment and Accessories and Supplies, "
"
nan, TUBE RACKS, ","
nan, FISHERBRAND "
"
$332.00, 95827
(38.563097, -121.328511), ","
$339.00, 95827
(38.563097, -121.328511), "
"
15745.0, ","
1404280.0"
"
WSCA/Coop, ","
WSCA/Coop, "
"
nan, ","
nan, "
"
nan, 81110000.0, 93456
(34.931438, -120.434824), ","
nan, 81110000.0, 93456
(34.931438, -120.434824), "
"
01/30/2015, NO, ","
01/30/2015, NO, "
"
Granite Data Solutions, ","
Granite Data Solutions, "
"
2012-2013, s1802143, nan, ","
2012-2013, S2937046, nan, "
"
01/22/2014, Informal Competitive, SHARP FO-2081 FAX MACHINE, Office machines and their supplies and accessories, 93901
(36.664932, -121.651931), ","
01/22/2014, Informal Competitive, Fax Machine, Office machines and their supplies and accessories, 93901
(36.664932, -121.651931"
"
NON-IT Goods, ","
NON-IT Goods, "
"
Computer Equipment and Accessories, ","
Computer Equipment and Accessories, "
"
$70.72, Integrated circuits, 32100000.0, ","
$708.40, Integrated circuits, 32100000.0,"
"
State Programs, $36.49, Petroleum and distillates, 15100000.0, Fuels, ","
State Programs, $36.49, Petroleum and distillates, 15100000.0, Fuels, "
"
4500285823, CA-MB CA-SB, ","
4500286961, CA-MB CA-SB, "
"
Fair and Reasonable, LANDESK MANAGEMENT SUITE MNT V9.0 12 MONTHS, Project management software, ","
Informal Competitive, LANDESK MANAGEMENT SUITE MNT V9.0 12 MONTHS, Project management software,"
"
12A1499, NO, Modify Signal Head, 46160000.0, 46000000.0, 92782
(33.73018, -117.795309), ","
7262304, NO, Minor B - Replace Signal headmower, 46160000.0, 46000000.0, 92782
(33.73018"
"
NON-IT Goods, nan, Franchise Tax Board, Vinyl 3-ring Binder White 11""x 8.5"" x 2"", 44000000.0, ","
NON-IT Goods, nan, Franchise Tax Board, Vinyl 3-ring Binder White 11""x8.5"" x 2""., 44000000.0, "
"
TV-1314-09, 1038758.0, 94612, NO, 1.0, 86101705.0, ","
C1255010, 1012529.0, 94612, NO, 1.0, 86101705.0, 

"
"
06/05/2014, nan, Information Technology Broadcasting and Telecommunications, ","
06/04/2014, nan, Information Technology Broadcasting and Telecommunications, "
"
Statewide Health Planning & Development, Office of, paper, $67.74, ","
Statewide Health Planning & Development, Office of, paper, $50.92, "
